"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"952",952,952,"E01000999","Croydon 009E","Croydon",4,"Labour","4",0.602059991327962,0.5
"953",953,953,"E01001000","Croydon 010B","Croydon",86,"Labour","3",1.93449845124357,1.2
"954",954,954,"E01001001","Croydon 013A","Croydon",12,"Labour","2",1.07918124604762,0.8
"955",955,955,"E01001002","Croydon 009F","Croydon",9,"Labour","4",0.954242509439325,0.2
"956",956,956,"E01001003","Croydon 010C","Croydon",2,"Labour","4",0.301029995663981,0.2
"957",957,957,"E01001004","Croydon 015A","Croydon",49,"Labour","3",1.69019608002851,0.2
"958",958,958,"E01001005","Croydon 019A","Croydon",24,"Labour","4",1.38021124171161,0.8
"959",959,959,"E01001006","Croydon 016A","Croydon",133,"Labour","3",2.12385164096709,0.7
"960",960,960,"E01001007","Croydon 016B","Croydon",3,"Labour","5",0.477121254719662,-0.1
"961",961,961,"E01001008","Croydon 019B","Croydon",7,"Labour","3",0.845098040014257,0.5
"962",962,962,"E01001009","Croydon 019C","Croydon",17,"Labour","4",1.23044892137827,0.4
"963",963,963,"E01001010","Croydon 019D","Croydon",62,"Labour","2",1.79239168949825,1.3
"964",964,964,"E01001011","Croydon 019E","Croydon",92,"Labour","3",1.96378782734556,0.9
"965",965,965,"E01001012","Croydon 020A","Croydon",55,"Labour","2",1.74036268949424,1.1
"966",966,966,"E01001013","Croydon 020B","Croydon",1591,"Labour","1 (most deprived)",3.20167017964658,1.3
"967",967,967,"E01001014","Croydon 024A","Croydon",504,"Labour","3",2.70243053644553,1
"968",968,968,"E01001015","Croydon 041A","Croydon",5,"Labour","4",0.698970004336019,-0.4
"969",969,969,"E01001016","Croydon 041B","Croydon",17,"Labour","6",1.23044892137827,-0.2
"970",970,970,"E01001017","Croydon 043A","Croydon",7,"Labour","9",0.845098040014257,-1.3
"971",971,971,"E01001018","Croydon 044A","Croydon",7,"Labour","9",0.845098040014257,-0.1
"972",972,972,"E01001019","Croydon 044B","Croydon",1,"Labour","10 (least deprived)",0,-1
"973",973,973,"E01001020","Croydon 044C","Croydon",3,"Labour","9",0.477121254719662,-0.2
"974",974,974,"E01001021","Croydon 044D","Croydon",8,"Labour","2",0.903089986991944,0.5
"975",975,975,"E01001022","Croydon 044E","Croydon",5,"Labour","8",0.698970004336019,0.1
"976",976,976,"E01001023","Croydon 041C","Croydon",166,"Labour","4",2.22010808804005,0.2
"977",977,977,"E01001024","Croydon 043B","Croydon",1,"Labour","8",0,0.1
"978",978,978,"E01001025","Croydon 043C","Croydon",90,"Labour","9",1.95424250943932,-0.4
"979",979,979,"E01001026","Croydon 043D","Croydon",3,"Labour","7",0.477121254719662,-0.5
"980",980,980,"E01001027","Croydon 043E","Croydon",14,"Labour","8",1.14612803567824,-0.3
"981",981,981,"E01001028","Croydon 038A","Croydon",32,"Labour","9",1.50514997831991,-0.6
"982",982,982,"E01001029","Croydon 038B","Croydon",10,"Labour","6",1,0.1
"983",983,983,"E01001030","Croydon 038C","Croydon",1,"Labour","9",0,0
"984",984,984,"E01001031","Croydon 038D","Croydon",6,"Labour","9",0.778151250383644,0.6
"985",985,985,"E01001032","Croydon 035A","Croydon",7,"Labour","10 (least deprived)",0.845098040014257,-0.9
"986",986,986,"E01001033","Croydon 031A","Croydon",14,"Labour","6",1.14612803567824,0.2
"987",987,987,"E01001035","Croydon 027A","Croydon",10,"Labour","5",1,-0.1
"988",988,988,"E01001036","Croydon 029A","Croydon",79,"Labour","7",1.89762709129044,0.3
"989",989,989,"E01001037","Croydon 029B","Croydon",47,"Labour","5",1.67209785793572,0
"990",990,990,"E01001038","Croydon 029C","Croydon",9,"Labour","5",0.954242509439325,-0.2
"991",991,991,"E01001039","Croydon 029D","Croydon",34,"Labour","8",1.53147891704226,0.3
"992",992,992,"E01001040","Croydon 029E","Croydon",6,"Labour","6",0.778151250383644,-0.5
"993",993,993,"E01001041","Croydon 031C","Croydon",9,"Labour","5",0.954242509439325,0.4
"994",994,994,"E01001042","Croydon 024B","Croydon",109,"Labour","2",2.03742649794062,2
"995",995,995,"E01001043","Croydon 027B","Croydon",749,"Labour","3",2.87448181769947,1.4
"996",996,996,"E01001044","Croydon 023A","Croydon",39,"Labour","8",1.5910646070265,0.3
"997",997,997,"E01001045","Croydon 027C","Croydon",371,"Labour","2",2.56937390961505,0.3
"998",998,998,"E01001046","Croydon 023B","Croydon",3,"Labour","8",0.477121254719662,-0.3
"999",999,999,"E01001047","Croydon 027D","Croydon",48,"Labour","4",1.68124123737559,0.8
"1000",1000,1000,"E01001048","Croydon 020C","Croydon",756,"Labour","3",2.87852179550121,1.3
"1001",1001,1001,"E01001049","Croydon 023C","Croydon",18,"Labour","7",1.25527250510331,0.9
"1002",1002,1002,"E01001050","Croydon 023D","Croydon",29,"Labour","4",1.46239799789896,0.4
"1003",1003,1003,"E01001051","Croydon 030A","Croydon",2,"Labour","2",0.301029995663981,0.7
"1004",1004,1004,"E01001052","Croydon 030B","Croydon",10,"Labour","2",1,0.6
"1005",1005,1005,"E01001053","Croydon 032A","Croydon",37,"Labour","3",1.56820172406699,0.4
"1006",1006,1006,"E01001054","Croydon 030C","Croydon",27,"Labour","2",1.43136376415899,0.2
"1007",1007,1007,"E01001055","Croydon 032B","Croydon",11,"Labour","2",1.04139268515823,0.5
"1008",1008,1008,"E01001056","Croydon 030D","Croydon",38,"Labour","2",1.57978359661681,0.3
"1009",1009,1009,"E01001057","Croydon 030E","Croydon",61,"Labour","2",1.78532983501077,0.1
"1010",1010,1010,"E01001058","Croydon 034A","Croydon",4,"Labour","7",0.602059991327962,0.1
"1011",1011,1011,"E01001059","Croydon 034B","Croydon",4,"Labour","6",0.602059991327962,-0.6
"1012",1012,1012,"E01001060","Croydon 034C","Croydon",1,"Labour","5",0,0.9
"1013",1013,1013,"E01001061","Croydon 034D","Croydon",6,"Labour","4",0.778151250383644,0.6
"1014",1014,1014,"E01001062","Croydon 026A","Croydon",42,"Labour","8",1.6232492903979,-0.2
"1015",1015,1015,"E01001063","Croydon 026B","Croydon",11,"Labour","9",1.04139268515823,-0.3
"1016",1016,1016,"E01001064","Croydon 026C","Croydon",230,"Labour","7",2.36172783601759,0.9
"1017",1017,1017,"E01001065","Croydon 034E","Croydon",23,"Labour","6",1.36172783601759,0.6
"1018",1018,1018,"E01001066","Croydon 034F","Croydon",17,"Labour","2",1.23044892137827,0.1
"1019",1019,1019,"E01001067","Croydon 041D","Croydon",7,"Labour","9",0.845098040014257,-0.8
"1020",1020,1020,"E01001068","Croydon 042A","Croydon",6,"Labour","6",0.778151250383644,-0.3
"1021",1021,1021,"E01001069","Croydon 040A","Croydon",4,"Labour","8",0.602059991327962,-1
"1022",1022,1022,"E01001070","Croydon 040B","Croydon",8,"Labour","6",0.903089986991944,-0.6
"1023",1023,1023,"E01001071","Croydon 042B","Croydon",3,"Labour","7",0.477121254719662,-0.2
"1024",1024,1024,"E01001072","Croydon 042C","Croydon",6,"Labour","9",0.778151250383644,-0.3
"1025",1025,1025,"E01001073","Croydon 037A","Croydon",2,"Labour","6",0.301029995663981,-0.5
"1026",1026,1026,"E01001074","Croydon 041E","Croydon",15,"Labour","5",1.17609125905568,-0.4
"1027",1027,1027,"E01001075","Croydon 040C","Croydon",38,"Labour","7",1.57978359661681,-0.6
"1028",1028,1028,"E01001076","Croydon 036A","Croydon",61,"Labour","2",1.78532983501077,0.4
"1029",1029,1029,"E01001077","Croydon 032C","Croydon",2,"Labour","5",0.301029995663981,0.3
"1030",1030,1030,"E01001078","Croydon 032D","Croydon",36,"Labour","2",1.55630250076729,0.6
"1031",1031,1031,"E01001079","Croydon 036B","Croydon",29,"Labour","2",1.46239799789896,-0.3
"1032",1032,1032,"E01001080","Croydon 036C","Croydon",7,"Labour","1 (most deprived)",0.845098040014257,0.6
"1033",1033,1033,"E01001081","Croydon 036D","Croydon",27,"Labour","2",1.43136376415899,0.1
"1034",1034,1034,"E01001082","Croydon 032E","Croydon",19,"Labour","3",1.27875360095283,0.6
"1035",1035,1035,"E01001083","Croydon 003A","Croydon",10,"Labour","7",1,0.3
"1036",1036,1036,"E01001084","Croydon 002A","Croydon",6,"Labour","7",0.778151250383644,0.4
"1037",1037,1037,"E01001085","Croydon 004A","Croydon",52,"Labour","5",1.7160033436348,0.5
"1038",1038,1038,"E01001087","Croydon 003C","Croydon",135,"Labour","4",2.13033376849501,0.8
"1039",1039,1039,"E01001088","Croydon 004B","Croydon",25,"Labour","6",1.39794000867204,-0.3
"1040",1040,1040,"E01001089","Croydon 004C","Croydon",5,"Labour","3",0.698970004336019,0.6
"1041",1041,1041,"E01001090","Croydon 004D","Croydon",20,"Labour","4",1.30102999566398,0.4
"1042",1042,1042,"E01001091","Croydon 004E","Croydon",25,"Labour","6",1.39794000867204,0.8
"1043",1043,1043,"E01001092","Croydon 037B","Croydon",12,"Labour","5",1.07918124604762,0.4
"1044",1044,1044,"E01001093","Croydon 037C","Croydon",22,"Labour","7",1.34242268082221,-0.2
"1045",1045,1045,"E01001094","Croydon 038E","Croydon",35,"Labour","9",1.54406804435028,-0.2
"1046",1046,1046,"E01001095","Croydon 031D","Croydon",28,"Labour","6",1.44715803134222,0.1
"1047",1047,1047,"E01001096","Croydon 037D","Croydon",16,"Labour","9",1.20411998265592,-0.6
"1048",1048,1048,"E01001097","Croydon 037E","Croydon",63,"Labour","4",1.79934054945358,0.6
"1049",1049,1049,"E01001098","Croydon 037F","Croydon",7,"Labour","9",0.845098040014257,0
"1050",1050,1050,"E01001099","Croydon 040D","Croydon",69,"Labour","5",1.83884909073726,-0.3
"1051",1051,1051,"E01001100","Croydon 031E","Croydon",10,"Labour","8",1,-0.5
"1052",1052,1052,"E01001101","Croydon 035B","Croydon",4,"Labour","10 (least deprived)",0.602059991327962,-0.9
"1053",1053,1053,"E01001102","Croydon 035C","Croydon",25,"Labour","9",1.39794000867204,-0.2
"1054",1054,1054,"E01001103","Croydon 039A","Croydon",10,"Labour","9",1,-0.8
"1055",1055,1055,"E01001104","Croydon 042D","Croydon",5,"Labour","10 (least deprived)",0.698970004336019,-0.3
"1056",1056,1056,"E01001105","Croydon 039B","Croydon",4,"Labour","5",0.602059991327962,0
"1057",1057,1057,"E01001106","Croydon 039C","Croydon",2,"Labour","7",0.301029995663981,-0.2
"1058",1058,1058,"E01001107","Croydon 035D","Croydon",12,"Labour","9",1.07918124604762,-0.8
"1059",1059,1059,"E01001108","Croydon 035E","Croydon",2,"Labour","10 (least deprived)",0.301029995663981,-0.5
"1060",1060,1060,"E01001109","Croydon 013B","Croydon",129,"Labour","3",2.11058971029925,0.5
"1061",1061,1061,"E01001110","Croydon 020D","Croydon",215,"Labour","2",2.33243845991561,1.1
"1062",1062,1062,"E01001111","Croydon 010D","Croydon",44,"Labour","3",1.64345267648619,0.9
"1063",1063,1063,"E01001112","Croydon 013C","Croydon",8,"Labour","3",0.903089986991944,0.2
"1064",1064,1064,"E01001113","Croydon 013D","Croydon",15,"Labour","3",1.17609125905568,0.7
"1065",1065,1065,"E01001114","Croydon 013E","Croydon",63,"Labour","2",1.79934054945358,1
"1066",1066,1066,"E01001115","Croydon 015B","Croydon",51,"Labour","1 (most deprived)",1.70757017609794,1.6
"1067",1067,1067,"E01001116","Croydon 013F","Croydon",22,"Labour","3",1.34242268082221,0.8
"1068",1068,1068,"E01001117","Croydon 015C","Croydon",98,"Labour","3",1.99122607569249,0.6
"1069",1069,1069,"E01001118","Croydon 020E","Croydon",176,"Labour","2",2.24551266781415,1.1
"1070",1070,1070,"E01001119","Croydon 034G","Croydon",2,"Labour","8",0.301029995663981,-0.9
"1071",1071,1071,"E01001120","Croydon 033A","Croydon",3,"Labour","8",0.477121254719662,-0.2
"1072",1072,1072,"E01001121","Croydon 039D","Croydon",1,"Labour","9",0,-0.4
"1073",1073,1073,"E01001122","Croydon 033B","Croydon",12,"Labour","8",1.07918124604762,-0.7
"1074",1074,1074,"E01001123","Croydon 033C","Croydon",7,"Labour","8",0.845098040014257,-0.1
"1075",1075,1075,"E01001124","Croydon 033D","Croydon",6,"Labour","10 (least deprived)",0.778151250383644,-0.7
"1076",1076,1076,"E01001125","Croydon 033E","Croydon",7,"Labour","7",0.845098040014257,-0.1
"1077",1077,1077,"E01001126","Croydon 034H","Croydon",4,"Labour","9",0.602059991327962,-0.6
"1078",1078,1078,"E01001128","Croydon 025B","Croydon",37,"Labour","2",1.56820172406699,0.6
"1079",1079,1079,"E01001130","Croydon 025C","Croydon",32,"Labour","2",1.50514997831991,0.3
"1080",1080,1080,"E01001131","Croydon 018C","Croydon",4,"Labour","7",0.602059991327962,-0.9
"1081",1081,1081,"E01001132","Croydon 018D","Croydon",5,"Labour","8",0.698970004336019,-0.1
"1082",1082,1082,"E01001133","Croydon 026E","Croydon",5,"Labour","7",0.698970004336019,-0.5
"1083",1083,1083,"E01001134","Croydon 018E","Croydon",4,"Labour","8",0.602059991327962,-0.5
"1084",1084,1084,"E01001135","Croydon 025D","Croydon",45,"Labour","9",1.65321251377534,-0.1
"1085",1085,1085,"E01001136","Croydon 007A","Croydon",107,"Labour","3",2.02938377768521,0.9
"1086",1086,1086,"E01001137","Croydon 001A","Croydon",8,"Labour","4",0.903089986991944,1
"1087",1087,1087,"E01001138","Croydon 001B","Croydon",12,"Labour","5",1.07918124604762,0.6
"1088",1088,1088,"E01001139","Croydon 007B","Croydon",14,"Labour","5",1.14612803567824,0.4
"1089",1089,1089,"E01001140","Croydon 007C","Croydon",2,"Labour","4",0.301029995663981,0.4
"1090",1090,1090,"E01001142","Croydon 007D","Croydon",9,"Labour","5",0.954242509439325,1
"1091",1091,1091,"E01001143","Croydon 008B","Croydon",3,"Labour","3",0.477121254719662,0.4
"1092",1092,1092,"E01001144","Croydon 007E","Croydon",16,"Labour","2",1.20411998265592,0.4
"1093",1093,1093,"E01001145","Croydon 008C","Croydon",101,"Labour","2",2.00432137378264,0.8
"1094",1094,1094,"E01001146","Croydon 006A","Croydon",4,"Labour","5",0.602059991327962,0.2
"1095",1095,1095,"E01001147","Croydon 005A","Croydon",90,"Labour","2",1.95424250943932,0.6
"1096",1096,1096,"E01001148","Croydon 005B","Croydon",25,"Labour","4",1.39794000867204,0.2
"1097",1097,1097,"E01001149","Croydon 006B","Croydon",6,"Labour","6",0.778151250383644,0.1
"1098",1098,1098,"E01001150","Croydon 006C","Croydon",6,"Labour","5",0.778151250383644,0.7
"1099",1099,1099,"E01001151","Croydon 005C","Croydon",116,"Labour","2",2.06445798922692,0.9
"1100",1100,1100,"E01001152","Croydon 005D","Croydon",37,"Labour","2",1.56820172406699,0.9
"1101",1101,1101,"E01001153","Croydon 006D","Croydon",21,"Labour","4",1.32221929473392,0.6
"1102",1102,1102,"E01001154","Croydon 006E","Croydon",57,"Labour","3",1.75587485567249,0.9
"1103",1103,1103,"E01001155","Croydon 010E","Croydon",275,"Labour","2",2.43933269383026,0.8
"1104",1104,1104,"E01001156","Croydon 001C","Croydon",22,"Labour","4",1.34242268082221,0
"1105",1105,1105,"E01001157","Croydon 002B","Croydon",23,"Labour","5",1.36172783601759,0.8
"1106",1106,1106,"E01001158","Croydon 005E","Croydon",47,"Labour","5",1.67209785793572,0
"1107",1107,1107,"E01001159","Croydon 002C","Croydon",4,"Labour","6",0.602059991327962,0.2
"1108",1108,1108,"E01001160","Croydon 002D","Croydon",10,"Labour","7",1,0.1
"1109",1109,1109,"E01001161","Croydon 003D","Croydon",50,"Labour","2",1.69897000433602,0.5
"1110",1110,1110,"E01001162","Croydon 001D","Croydon",21,"Labour","3",1.32221929473392,0.6
"1111",1111,1111,"E01001163","Croydon 002E","Croydon",5,"Labour","6",0.698970004336019,0.4
"1112",1112,1112,"E01001164","Croydon 001E","Croydon",59,"Labour","5",1.77085201164214,0.4
"1113",1113,1113,"E01001165","Croydon 024C","Croydon",30,"Labour","4",1.47712125471966,0.8
"1114",1114,1114,"E01001166","Croydon 024D","Croydon",51,"Labour","3",1.70757017609794,0.2
"1115",1115,1115,"E01001167","Croydon 028A","Croydon",101,"Labour","4",2.00432137378264,0.4
"1116",1116,1116,"E01001168","Croydon 024E","Croydon",24,"Labour","5",1.38021124171161,0.5
"1117",1117,1117,"E01001169","Croydon 028B","Croydon",20,"Labour","3",1.30102999566398,0.1
"1118",1118,1118,"E01001170","Croydon 027E","Croydon",42,"Labour","3",1.6232492903979,0.6
"1119",1119,1119,"E01001171","Croydon 028C","Croydon",14,"Labour","4",1.14612803567824,-0.2
"1120",1120,1120,"E01001172","Croydon 028D","Croydon",6,"Labour","2",0.778151250383644,0.5
"1121",1121,1121,"E01001173","Croydon 028E","Croydon",43,"Labour","5",1.63346845557959,0
"1122",1122,1122,"E01001174","Croydon 011A","Croydon",5,"Labour","4",0.698970004336019,0.8
"1123",1123,1123,"E01001175","Croydon 011B","Croydon",58,"Labour","3",1.76342799356294,0.9
"1124",1124,1124,"E01001176","Croydon 011C","Croydon",32,"Labour","4",1.50514997831991,0.9
"1125",1125,1125,"E01001177","Croydon 016C","Croydon",20,"Labour","3",1.30102999566398,0.6
"1126",1126,1126,"E01001178","Croydon 015D","Croydon",18,"Labour","1 (most deprived)",1.25527250510331,0.5
"1127",1127,1127,"E01001179","Croydon 016D","Croydon",14,"Labour","5",1.14612803567824,0.5
"1128",1128,1128,"E01001180","Croydon 016E","Croydon",57,"Labour","3",1.75587485567249,0.8
"1129",1129,1129,"E01001181","Croydon 015E","Croydon",92,"Labour","2",1.96378782734556,1
"1130",1130,1130,"E01001182","Croydon 011D","Croydon",37,"Labour","4",1.56820172406699,0.7
"1131",1131,1131,"E01001183","Croydon 011E","Croydon",32,"Labour","4",1.50514997831991,0.6
"1132",1132,1132,"E01001184","Croydon 011F","Croydon",7,"Labour","6",0.845098040014257,0.5
"1133",1133,1133,"E01001185","Croydon 014B","Croydon",24,"Labour","5",1.38021124171161,0.2
"1134",1134,1134,"E01001186","Croydon 014C","Croydon",8,"Labour","3",0.903089986991944,0.2
"1135",1135,1135,"E01001187","Croydon 017E","Croydon",11,"Labour","5",1.04139268515823,0
"1136",1136,1136,"E01001188","Croydon 014D","Croydon",45,"Labour","3",1.65321251377534,0.9
"1137",1137,1137,"E01001189","Croydon 045B","Croydon",8,"Labour","5",0.903089986991944,0.4
"1138",1138,1138,"E01001190","Croydon 045C","Croydon",18,"Labour","3",1.25527250510331,0.2
"1139",1139,1139,"E01001191","Croydon 008D","Croydon",124,"Labour","2",2.09342168516224,0.8
"1140",1140,1140,"E01001192","Croydon 008E","Croydon",66,"Labour","3",1.81954393554187,0.8
"1141",1141,1141,"E01001193","Croydon 014E","Croydon",43,"Labour","2",1.63346845557959,0.1
"1142",1142,1142,"E01001194","Croydon 045D","Croydon",71,"Labour","5",1.85125834871908,0.8
"1143",1143,1143,"E01001195","Ealing 021A","Ealing",12,"Labour","7",1.07918124604762,0.3
"1144",1144,1144,"E01001196","Ealing 015A","Ealing",16,"Labour","2",1.20411998265592,0.4
"1145",1145,1145,"E01001197","Ealing 021B","Ealing",3,"Labour","4",0.477121254719662,0.4
"1146",1146,1146,"E01001198","Ealing 021C","Ealing",8,"Labour","6",0.903089986991944,0.3
"1147",1147,1147,"E01001199","Ealing 021D","Ealing",97,"Labour","4",1.98677173426624,-0.1
"1148",1148,1148,"E01001200","Ealing 025A","Ealing",26,"Labour","6",1.41497334797082,0.3
"1149",1149,1149,"E01001201","Ealing 025B","Ealing",18,"Labour","6",1.25527250510331,0.2
"1150",1150,1150,"E01001202","Ealing 025C","Ealing",83,"Labour","2",1.91907809237607,1.2
"1151",1151,1151,"E01001203","Ealing 025D","Ealing",87,"Labour","3",1.93951925261862,0.2
"1152",1152,1152,"E01001204","Ealing 018A","Ealing",2,"Labour","7",0.301029995663981,-0.4
